Id,League,Date,Time,Round,Home,Away,posicao_home,posicao_away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Total_2HT_H,Media_Total_2HT_A,CV_Media_Total_2HT_H,CV_Media_Total_2HT_A,PPJ_H,CV_Pontos_H,PPJ_A,CV_Pontos_A,Media_primeiro_gol_home,Media_primeiro_gol_away,Media_primeiro_gol_home_sofrido,Media_primeiro_gol_away_sofrido,xg_home,xg_away,xg_jogo,Power_home,Power_away,media_movel_chutes_por_gol_H,media_movel_chutes_por_gol_A,media_chutes_home,media_chutes_away,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Home_Win,Porc_Home_Win_HT,Porc_Over25FT_Home,Porc_BTTS_Home,Media_FT_Corners_H_MAR,Media_FT_Corners_H_SFR,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Away_Win,Porc_Away_Win_HT,Porc_Over25FT_Away,Porc_BTTS_Away,Media_FT_Corners_A_MAR,Media_FT_Corners_A_SFR,Diferente_0x0_Home,Diferente_0x0_Away,Diferente_0x1_Home,Diferente_0x1_Away
K8iOICXa,COLÔMBIA - PRIMEIRA A,2024-01-21,18:00,ABERTURA ,América de Cali,Aguilas,3.0,16.0,,,,,,,,1.3,1.0,0.11,0.24,2.5,0.43,0.9,0.97,42.0,40.38,55.5,30.71,2.1,0.98,3.08,3.5,2.0,3.42,3.0,6.22,4.22,70.0,20.0,30.0,80.0,60.0,30.0,30.0,4.78,4.78,60.0,60.0,40.0,10.0,10.0,40.0,70.0,3.9,3.9,100.0,80.0,30.0,50.0
AcpyGAHI,COLÔMBIA - PRIMEIRA A,2024-01-21,18:00,ABERTURA ,Atl. Nacional,Petrolera,8.0,17.0,,,,,,,,1.0,0.4,0.19,0.45,2.4,0.4,0.7,1.36,43.56,30.25,33.75,40.0,1.4,0.35,1.75,4.2,-1.0,4.85,2.83,6.22,2.3,70.0,20.0,30.0,70.0,40.0,20.0,40.0,4.3,4.3,80.0,40.0,20.0,10.0,20.0,20.0,30.0,4.8,4.8,90.0,80.0,20.0,20.0
rDViQfuQ,COLÔMBIA - PRIMEIRA A,2024-01-21,18:00,ABERTURA ,Deportivo Pasto,Santa Fe,10.0,4.0,,,,,,,,0.9,1.1,0.23,0.34,1.8,0.57,0.7,1.36,62.38,34.0,50.4,23.0,1.39,0.63,2.02,3.5,-0.3,4.69,4.21,4.7,4.4,40.0,10.0,60.0,40.0,20.0,10.0,50.0,4.4,4.4,100.0,50.0,0.0,10.0,20.0,60.0,60.0,3.5,3.5,80.0,100.0,10.0,60.0
CrlGKY2m,COLÔMBIA - PRIMEIRA A,2024-01-21,18:00,ABERTURA ,Junior,Bucaramanga,12.0,9.0,,,,,,,,1.0,1.2,0.15,0.2,2.3,0.5,1.0,1.41,38.67,20.0,33.0,44.33,1.2,0.49,1.69,4.1,2.9,4.79,1.83,5.12,3.8,80.0,30.0,20.0,70.0,40.0,30.0,40.0,5.7,5.7,60.0,30.0,40.0,30.0,20.0,50.0,30.0,3.9,3.9,100.0,90.0,30.0,0.0
tOuXGj2C,COLÔMBIA - PRIMEIRA A,2024-01-21,18:00,ABERTURA ,La Equidad,Envigado,5.0,6.0,,,,,,,,0.3,1.0,0.88,0.23,1.3,0.73,0.4,1.29,28.17,40.75,45.67,39.12,1.18,0.4,1.58,5.5,1.4,3.5,2.92,5.4,3.7,70.0,50.0,30.0,20.0,30.0,20.0,50.0,7.7,7.7,80.0,20.0,20.0,0.0,10.0,30.0,40.0,3.9,3.9,70.0,80.0,30.0,30.0
65mKJhIg,COLÔMBIA - PRIMEIRA A,2024-01-21,18:00,ABERTURA ,Millonarios,Ind. Medellín,13.0,2.0,,,,,,,,1.3,1.2,0.19,0.14,2.6,0.32,1.1,1.0,39.22,41.43,35.67,50.75,1.2,0.63,1.83,6.4,0.3,3.18,3.76,5.12,4.22,80.0,30.0,20.0,80.0,40.0,50.0,60.0,5.5,5.5,60.0,20.0,40.0,20.0,40.0,30.0,60.0,4.3,4.3,90.0,90.0,50.0,40.0
4MWmRzQJ,COLÔMBIA - PRIMEIRA A,2024-01-21,18:00,ABERTURA ,Once Caldas,Boyacá Chicó,14.0,1.0,,,,,,,,0.8,1.1,0.23,0.14,1.5,0.72,0.8,1.15,46.8,50.62,34.12,42.22,1.1,0.6,1.7,2.5,0.9,3.63,3.0,4.1,3.5,80.0,40.0,20.0,30.0,10.0,20.0,70.0,6.3,6.3,70.0,50.0,30.0,10.0,20.0,30.0,70.0,3.9,3.9,100.0,100.0,20.0,40.0
YikCLEms,COLÔMBIA - PRIMEIRA A,2024-01-21,18:00,ABERTURA ,Pereira,Dep. Cali,15.0,7.0,,,,,,,,1.4,1.8,0.07,0.09,1.1,1.25,1.0,1.41,36.33,33.67,29.5,23.11,1.83,1.67,3.5,1.4,0.0,2.94,2.38,4.5,5.12,90.0,30.0,10.0,30.0,30.0,60.0,50.0,6.9,6.9,90.0,60.0,10.0,30.0,10.0,80.0,50.0,5.6,5.6,90.0,100.0,70.0,40.0
jJr62imJ,COLÔMBIA - PRIMEIRA A,2024-01-21,18:00,ABERTURA ,Tolima,Fortaleza,11.0,18.0,,,,,,,,1.3,1.2,0.09,0.17,2.1,0.57,1.3,1.15,35.0,45.86,37.56,29.17,1.2,1.3,2.5,3.1,2.0,3.98,3.67,5.89,5.0,90.0,50.0,10.0,60.0,50.0,60.0,90.0,6.2,6.2,60.0,20.0,40.0,40.0,20.0,50.0,40.0,4.3,4.3,100.0,90.0,50.0,60.0
l8RBAdeC,EUA - MLS,2024-02-21,22:00,-,Inter Miami,Real Salt Lake,14.0,4.0,,,,,,,,1.5,1.3,0.13,0.06,1.5,0.9,1.7,0.83,44.25,45.1,33.29,22.0,1.34,1.13,2.47,2.4,1.8,2.3,3.58,4.5,5.5,80.0,40.0,20.0,40.0,40.0,60.0,60.0,3.8,3.8,90.0,50.0,10.0,50.0,20.0,80.0,90.0,3.9,3.9,90.0,100.0,50.0,60.0
OviKKVI5,ESCÓCIA - PREMIERSHIP,2024-01-23,16:45,RODADA 12,Hearts,Dundee FC,3.0,7.0,1.67,3.75,5.0,1.9,1.9,1.91,1.91,1.11,1.62,0.28,0.29,1.56,0.92,1.12,1.11,46.5,50.83,33.25,33.2,1.1,0.8,1.9,6.38,4.14,5.12,2.83,4.5,3.4,66.67,11.11,33.33,44.44,33.33,22.22,22.22,8.43,8.43,50.0,37.5,50.0,25.0,25.0,62.5,50.0,3.2,3.2,88.89,87.5,33.33,75.0
txFqp73E,ESCÓCIA - PREMIERSHIP,2024-01-24,16:45,RODADA 18,Hibernian,Rangers,6.0,2.0,7.0,4.5,1.44,1.73,2.08,1.95,1.8,1.25,1.11,0.23,0.4,1.38,1.02,2.44,0.46,44.4,28.25,37.67,38.0,0.4,1.2,1.6,2.43,5.62,2.67,2.97,5.2,7.6,62.5,12.5,37.5,37.5,37.5,25.0,25.0,6.17,6.17,88.89,22.22,11.11,77.78,77.78,22.22,11.11,7.43,7.43,75.0,100.0,37.5,77.78
hGfKw5tr,ESCÓCIA - PREMIERSHIP,2024-01-24,16:45,RODADA 18,St. Johnstone,Aberdeen,10.0,9.0,3.75,3.4,2.0,2.0,1.8,1.8,1.95,1.67,2.0,0.12,0.15,1.56,0.92,0.71,1.56,51.14,34.0,51.33,37.17,1.55,0.57,2.12,1.38,0.83,1.67,1.25,2.6,2.8,55.56,22.22,44.44,44.44,33.33,44.44,44.44,4.5,4.5,85.71,28.57,14.29,14.29,28.57,42.86,28.57,3.33,3.33,100.0,85.71,55.56,28.57
djQXe7Ft,JAPÃO - LIGA J1,2024-02-24,08:00,RODADA 1,C-Osaka,Tokyo,4.0,16.0,,,,,,,,0.8,0.4,0.26,0.69,1.9,0.76,0.8,1.15,22.43,36.2,42.0,27.43,1.2,0.77,1.97,1.2,3.0,2.02,3.5,3.56,3.11,90.0,30.0,10.0,60.0,50.0,30.0,30.0,4.5,4.5,60.0,50.0,40.0,10.0,10.0,30.0,50.0,3.5,3.5,100.0,70.0,60.0,20.0
I5Etfopg,JAPÃO - LIGA J1,2024-02-24,08:00,RODADA 1,Fukuoka,Sapporo,2.0,11.0,,,,,,,,1.5,2.6,0.11,0.11,1.4,1.02,1.1,1.0,61.6,47.12,34.0,50.67,1.15,1.75,2.9,-2.3,4.3,2.6,2.82,4.2,3.44,50.0,10.0,50.0,40.0,10.0,50.0,30.0,3.6,3.6,70.0,20.0,30.0,20.0,40.0,70.0,80.0,4.0,4.0,80.0,90.0,50.0,50.0
vFFxeRUn,JAPÃO - LIGA J1,2024-02-24,08:00,RODADA 1,Hiroshima,Urawa,15.0,14.0,,,,,,,,0.7,1.2,0.67,0.17,1.7,0.83,1.2,1.1,44.14,50.6,20.75,37.67,0.85,1.1,1.95,2.5,4.2,5.06,2.57,5.89,2.7,60.0,50.0,40.0,50.0,20.0,40.0,30.0,7.5,7.5,40.0,20.0,60.0,30.0,10.0,20.0,30.0,4.9,4.9,80.0,80.0,20.0,30.0
S0HFunVa,JAPÃO - LIGA J1,2024-02-24,08:00,RODADA 1,Kashiwa,Kyoto,12.0,7.0,,,,,,,,1.1,1.3,0.23,0.17,0.8,0.53,1.5,0.9,38.14,27.57,39.25,36.43,1.0,1.18,2.18,1.8,3.4,3.42,2.45,4.0,3.62,70.0,20.0,30.0,0.0,40.0,30.0,70.0,5.8,5.8,70.0,30.0,30.0,40.0,40.0,40.0,50.0,3.6,3.6,80.0,90.0,30.0,40.0
KUY50m7P,JAPÃO - LIGA J1,2024-02-24,08:00,RODADA 1,Nagoya,Kashima,8.0,18.0,,,,,,,,1.1,1.1,0.13,0.17,2.0,0.53,1.0,1.41,44.12,44.86,50.4,28.25,1.55,0.98,2.53,4.0,-1.0,3.0,2.48,4.1,3.67,50.0,20.0,50.0,50.0,30.0,40.0,50.0,5.7,5.7,90.0,60.0,10.0,30.0,30.0,60.0,50.0,3.9,3.9,80.0,100.0,40.0,60.0
nuJpg5aa,JAPÃO - LIGA J1,2024-02-24,08:00,RODADA 1,Sagan Tosu,Albirex Niigata,1.0,6.0,,,,,,,,1.3,0.4,0.13,0.46,1.0,1.15,1.2,1.1,41.25,18.5,37.22,28.33,1.1,1.2,2.3,2.2,3.3,1.93,2.5,2.56,3.44,80.0,30.0,20.0,20.0,10.0,40.0,70.0,4.7,4.7,80.0,50.0,20.0,30.0,30.0,40.0,40.0,3.7,3.7,100.0,80.0,40.0,50.0
SznKxpFI,JAPÃO - LIGA J1,2024-02-24,08:00,RODADA 1,Shonan,Kawasaki,3.0,10.0,,,,,,,,1.9,1.5,0.16,0.08,0.5,1.94,1.4,1.02,43.0,46.0,40.4,36.88,0.63,2.28,2.91,-1.2,5.1,2.83,3.04,4.22,4.0,50.0,40.0,50.0,10.0,20.0,40.0,40.0,7.4,7.4,80.0,40.0,20.0,40.0,30.0,60.0,70.0,5.1,5.1,100.0,100.0,90.0,60.0
rVQF9GAI,EUA - MLS,2024-02-24,16:00,-,Columbus Crew,Atlanta Utd,5.0,12.0,,,,,,,,1.4,2.0,0.13,0.09,2.3,0.5,0.8,1.15,29.2,39.11,38.6,31.0,2.59,0.89,3.48,2.3,-3.0,3.98,3.73,6.4,5.11,80.0,50.0,20.0,70.0,60.0,50.0,50.0,6.6,6.6,100.0,60.0,0.0,10.0,20.0,70.0,80.0,4.3,4.3,100.0,100.0,20.0,70.0
MLPJ8zQO,EUA - MLS,2024-02-24,18:30,-,Los Angeles FC,Seattle Sounders,12.0,8.0,,,,,,,,1.6,1.6,0.12,0.19,2.2,0.6,1.5,0.9,21.56,37.14,32.5,43.0,1.15,1.34,2.49,3.0,3.5,2.97,2.46,6.2,3.2,90.0,40.0,10.0,70.0,60.0,70.0,50.0,6.3,6.3,70.0,20.0,30.0,40.0,30.0,40.0,60.0,5.3,5.3,100.0,90.0,50.0,20.0
MDVfXJ2P,EUA - MLS,2024-02-24,21:30,-,Charlotte,New York City,15.0,10.0,,,,,,,,1.1,1.2,0.24,0.06,1.6,0.79,0.4,1.29,40.29,56.75,56.17,32.89,1.13,0.35,1.48,3.4,-2.5,3.14,3.38,3.9,2.5,60.0,10.0,40.0,40.0,30.0,40.0,50.0,5.7,5.7,60.0,10.0,40.0,0.0,0.0,30.0,40.0,3.7,3.7,80.0,90.0,40.0,20.0
OMHMSwBt,EUA - MLS,2024-02-24,21:30,-,DC United,New England Revolution,2.0,1.0,,,,,,,,1.9,1.7,0.08,0.18,1.4,1.02,0.8,1.54,49.8,57.5,39.86,43.0,1.75,1.3,3.05,1.2,-0.2,3.13,4.31,5.0,4.2,80.0,30.0,20.0,40.0,40.0,80.0,70.0,3.8,3.8,50.0,40.0,50.0,20.0,0.0,70.0,70.0,5.0,5.0,100.0,100.0,20.0,60.0
hAiZXKTG,EUA - MLS,2024-02-24,21:30,-,Orlando City,CF Montreal,9.0,7.0,,,,,,,,1.8,1.0,0.09,0.14,1.5,0.9,0.7,1.79,38.89,25.8,58.71,28.5,1.5,0.57,2.07,6.3,-1.3,3.67,2.4,4.89,3.6,60.0,20.0,40.0,40.0,40.0,50.0,60.0,5.1,5.1,90.0,70.0,10.0,20.0,20.0,60.0,40.0,3.6,3.6,100.0,90.0,30.0,50.0
IqHQRcQn,EUA - MLS,2024-02-24,21:30,-,Philadelphia Union,Chicago Fire,8.0,6.0,,,,,,,,1.4,1.4,0.11,0.07,1.9,0.63,1.3,1.15,26.88,39.71,42.71,36.38,2.04,1.39,3.43,3.9,4.1,2.55,2.74,4.4,3.5,70.0,70.0,30.0,50.0,40.0,70.0,70.0,3.6,3.6,70.0,40.0,30.0,40.0,20.0,70.0,50.0,3.8,3.8,80.0,100.0,50.0,60.0
WnLUQHug,EUA - MLS,2024-02-24,22:30,-,Austin FC,Minnesota,13.0,11.0,,,,,,,,1.7,1.7,0.07,0.11,1.5,0.9,1.6,0.94,39.4,48.5,42.14,43.33,1.9,1.75,3.65,1.6,3.3,2.77,2.71,4.5,4.1,80.0,60.0,20.0,40.0,50.0,80.0,70.0,6.6,6.6,50.0,50.0,50.0,50.0,30.0,60.0,40.0,2.5,2.5,100.0,100.0,40.0,70.0
EBAZPyea,EUA - MLS,2024-02-24,22:30,-,FC Dallas,San Jose Earthquakes,1.0,5.0,,,,,,,,1.2,1.7,0.14,0.16,1.7,0.68,0.5,1.94,42.44,45.0,38.22,34.88,1.47,0.89,2.36,2.0,1.4,2.56,2.31,3.0,2.2,70.0,30.0,30.0,40.0,20.0,30.0,80.0,5.0,5.0,80.0,30.0,20.0,10.0,20.0,70.0,70.0,5.1,5.1,100.0,100.0,40.0,70.0
h29wPeA5,EUA - MLS,2024-02-24,22:30,-,Houston Dynamo,Sporting Kansas City,2.0,7.0,,,,,,,,1.4,0.9,0.13,0.19,3.0,0.0,0.8,1.54,33.1,33.86,51.75,25.78,1.5,0.75,2.25,6.8,2.5,2.34,2.75,5.22,4.56,70.0,40.0,30.0,100.0,60.0,50.0,40.0,4.0,4.0,90.0,60.0,10.0,20.0,20.0,60.0,60.0,5.6,5.6,100.0,100.0,40.0,50.0
6wTwwPyl,ALEMANHA - 2. BUNDESLIGA,2024-01-26,14:30,RODADA 19,Hannover,Nurnberg,8.0,10.0,,,,,,,,2.0,2.12,0.23,0.11,1.71,0.73,1.62,0.93,37.5,44.25,37.6,36.17,2.16,1.62,3.78,1.83,1.43,2.29,2.87,6.8,4.8,85.71,57.14,14.29,42.86,42.86,71.43,57.14,4.67,4.67,75.0,50.0,25.0,50.0,37.5,75.0,75.0,5.57,5.57,100.0,100.0,71.43,87.5
QsdCg1Gr,BÉLGICA - LIGA JUPILER,2024-01-26,16:45,RODADA 22,Cercle Brugge,St. Liege,7.0,9.0,,,,,,,,1.44,1.44,0.16,0.05,1.67,0.95,0.67,1.5,37.5,52.0,39.67,41.56,1.47,1.1,2.57,4.88,-1.25,2.33,4.25,3.71,4.8,77.78,33.33,22.22,55.56,33.33,55.56,33.33,6.43,6.43,88.89,44.44,11.11,11.11,22.22,55.56,55.56,4.33,4.33,100.0,100.0,55.56,22.22
jTRJ7iqg,FRANÇA - LIGUE 1,2024-01-26,17:00,RODADA 19,Lyon,Rennes,15.0,10.0,2.25,3.5,3.0,1.9,1.9,1.75,2.0,1.38,0.86,0.11,0.24,1.12,1.11,0.86,1.25,53.43,42.0,25.4,12.6,1.2,1.1,2.3,3.29,3.0,4.8,5.5,5.83,4.5,62.5,62.5,37.5,25.0,25.0,62.5,62.5,6.0,6.0,71.43,14.29,28.57,14.29,0.0,28.57,42.86,5.5,5.5,87.5,71.43,12.5,14.29
tb8O1WUG,ESCÓCIA - PREMIERSHIP,2024-01-27,09:30,RODADA 23,St. Mirren,Rangers,5.0,2.0,,,,,,,,1.22,1.11,0.43,0.4,1.67,0.79,2.44,0.46,35.67,28.25,34.4,38.0,0.4,1.04,1.44,1.88,5.62,2.88,2.97,3.6,7.6,77.78,11.11,22.22,44.44,33.33,44.44,33.33,4.17,4.17,88.89,22.22,11.11,77.78,77.78,22.22,11.11,7.43,7.43,88.89,100.0,55.56,77.78
OY9pbs8R,BÉLGICA - LIGA JUPILER,2024-01-27,12:00,RODADA 22,Kortrijk,Leuven,16.0,14.0,,,,,,,,1.67,1.89,0.16,0.3,0.89,1.43,0.44,2.28,44.33,33.43,42.38,20.44,1.6,1.18,2.78,0.62,-1.5,3.0,3.9,3.33,5.2,66.67,22.22,33.33,22.22,22.22,55.56,55.56,3.29,3.29,100.0,55.56,0.0,11.11,11.11,77.78,77.78,3.83,3.83,100.0,100.0,55.56,55.56
GtYXERqf,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Elfsborg,Värnamo,10.0,5.0,1.44,4.2,6.0,1.73,2.08,1.91,1.91,1.4,1.6,0.15,0.06,2.1,0.57,1.6,0.94,37.56,35.0,41.0,35.14,1.34,1.33,2.67,8.1,5.3,2.92,3.0,5.5,5.33,70.0,50.0,30.0,60.0,40.0,50.0,30.0,6.7,6.7,80.0,50.0,20.0,50.0,50.0,70.0,60.0,4.4,4.4,100.0,100.0,20.0,70.0
zXPPGmFs,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Göteborg,Djurgarden,7.0,9.0,2.63,3.4,2.4,2.0,1.8,1.8,1.95,1.3,1.7,0.09,0.15,1.5,0.9,0.8,1.54,58.14,46.5,45.57,49.0,1.4,0.69,2.09,6.5,2.1,3.86,3.73,4.8,3.62,60.0,10.0,40.0,40.0,30.0,30.0,50.0,6.7,6.7,50.0,20.0,50.0,20.0,20.0,50.0,50.0,5.1,5.1,90.0,80.0,40.0,50.0
lfWuD5E6,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Hacken,Mjallby,1.0,3.0,1.4,4.5,6.5,1.62,2.25,1.8,1.95,2.5,1.1,0.09,0.17,2.7,0.35,1.4,1.02,21.0,43.4,37.62,40.14,2.18,0.92,3.1,7.7,1.4,2.29,3.62,6.8,3.89,100.0,70.0,0.0,90.0,70.0,90.0,80.0,8.1,8.1,60.0,30.0,40.0,40.0,20.0,30.0,30.0,3.6,3.6,100.0,90.0,70.0,20.0
b72dYFpF,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Hammarby,Kalmar,12.0,8.0,1.73,3.6,4.2,1.95,1.85,1.91,1.91,1.9,1.1,0.12,0.08,2.0,0.67,1.6,0.94,39.62,35.71,51.71,34.29,1.26,1.4,2.66,1.8,1.6,3.62,2.1,6.11,3.8,70.0,40.0,30.0,60.0,50.0,60.0,60.0,4.8,4.8,80.0,70.0,20.0,50.0,40.0,70.0,50.0,3.9,3.9,90.0,90.0,60.0,50.0
IeFUF7Um,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Norrkoping,Malmö FF,16.0,14.0,3.6,3.4,1.91,1.8,2.0,1.7,2.05,1.9,1.0,0.09,0.52,1.8,0.86,1.9,0.76,50.25,34.67,46.29,40.57,1.1,1.39,2.49,3.8,1.6,3.22,3.92,4.5,5.8,50.0,40.0,50.0,60.0,30.0,60.0,50.0,5.7,5.7,80.0,40.0,20.0,60.0,40.0,50.0,40.0,5.9,5.9,100.0,90.0,50.0,20.0
6VQpCPTC,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Sirius,Halmstad,2.0,13.0,1.91,3.5,3.5,1.75,2.05,1.67,2.1,1.7,1.4,0.11,0.45,1.5,1.05,1.3,0.96,33.7,42.57,26.83,35.86,0.98,1.3,2.28,0.6,2.5,4.59,2.75,8.11,3.78,90.0,70.0,10.0,50.0,30.0,80.0,60.0,5.8,5.8,60.0,30.0,40.0,30.0,10.0,50.0,60.0,4.1,4.1,100.0,80.0,20.0,40.0
tUxbMCHr,NORUEGA - ELITESERIEN,2024-03-31,14:00,RODADA 1,Odd Grenland,Haugesund,12.0,11.0,,,,,,,,1.5,1.3,0.07,0.09,1.4,1.02,0.6,1.61,52.57,33.6,47.29,46.62,1.3,0.69,1.99,3.2,1.5,2.92,3.08,3.44,2.89,60.0,0.0,40.0,40.0,30.0,30.0,40.0,4.6,4.6,70.0,10.0,30.0,10.0,30.0,50.0,40.0,3.7,3.7,100.0,90.0,40.0,30.0
