League,Date,Time,Round,Home,Away,Class_Home,Class_Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,p_H,p_D,p_A,CV_HDA,P_expt_H,P_expt_A,Media_GM_H_6j,Media_GS_H_6j,Media_Total_1HT_H,CV_Media_Total_1HT_H,Media_Total_2HT_H,CV_Media_Total_2HT_H,Media_primeiro_gol_home,Media_primeiro_gol_home_sofrido,Porc_Marcou_Primeiro_Golo_H,Porc_Sofreu_Primeiro_Golo_H,Porc_Marcou_Primeiro_Golo_H_1P,Porc_Sofreu_Primeiro_Golo_H_1P,media_movel_chutes_por_gol_H,media_chutes_home,PPJ_H,CV_Pontos_H,Power_home,Media_CG_H,CV_CG_H,Media_VG_H,CV_VG_H,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Home_Win,Porc_Over15FT_Home,Porc_Over25FT_Home,Porc_BTTS_Home,Media_FT_Corners_H_MAR,Media_FT_Corners_H_SFR,media_movel_media_cartoes_amarelos_H,media_movel_media_cartoes_vermelhos_H,0x0_H,1x0_H,1x1_H,0x1_H,2x0_H,2x1_H,2x2_H,0x2_H,1x2_H,3x0_H,3x1_H,3x2_H,3x3_H,0x3_H,1x3_H,2x3_H,Goleada_H,Outro_Empate_H,Media_GM_A_6,Media_GS_A_6,Media_Total_1HT_A,CV_Media_Total_1HT_A,Media_Total_2HT_A,CV_Media_Total_2HT_A,Media_primeiro_gol_away,Media_primeiro_gol_away_sofrido,Porc_Marcou_Primeiro_Golo_A,Porc_Sofreu_Primeiro_Golo_A,Porc_Marcou_Primeiro_Golo_A_1P,Porc_Sofreu_Primeiro_Golo_A_1P,media_movel_chutes_por_gol_A,media_chutes_away,PPJ_A,CV_Pontos_A,Power_away,Media_CG_A,CV_CG_A,Media_VG_A,CV_VG_A,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Away_Win,Porc_Over15FT_Away,Porc_Over25FT_Away,Porc_BTTS_Away,Media_FT_Corners_A_MAR,Media_FT_Corners_A_SFR,media_movel_media_cartoes_amarelos_A,media_movel_media_cartoes_vermelhos_A,0x0_A,1x0_A,1x1_A,0x1_A,2x0_A,2x1_A,2x2_A,0x2_A,1x2_A,3x0_A,3x1_A,3x2_A,3x3_A,0x3_A,1x3_A,2x3_A,Goleada_A,Outro_Empate_A
ALEMANHA - 3. LIGA,2023-12-19,19:00,RONDA 20,RW Essen,Hallescher,7,16,1.8521303258145365,4.140056022408964,4.575851393188855,1.33,3.25,1.2,4.33,1.67,2.15,2.63,1.44,1.67,2.1,0.5399188092016237,0.24154262516914748,0.21853856562922866,0.4391386966685471,1.8612990527740187,0.8971583220568334,1.5,1.33,0.67,0.14,1.83,0.13,30.5,63.75,66.67,16.67,50.0,16.67,2.42,4.17,2.17,0.17,3.78,4.33,0.83,0.56,0.82,66.67,16.67,33.33,66.67,83.33,66.67,50.0,7.5,5.83,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.83,2.17,1.0,0.23,0.19,0.19,26.83,31.17,33.33,33.33,33.33,0.0,3.83,5.83,1.17,0.25,-0.64,7.1,0.46,0.85,0.46,100.0,83.33,0.0,33.33,100.0,100.0,100.0,4.0,4.17,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEMANHA - 3. LIGA,2023-12-19,19:00,RONDA 20,Saarbrucken,Ulm,10,3,2.194295900178253,3.7303030303030305,3.6205882352941177,1.4,2.75,1.29,3.5,1.95,1.9,3.25,1.33,1.73,2.0,0.45572705117790413,0.26807473598700243,0.27619821283509344,0.2598268386239691,1.6352558895207148,1.0966693744922826,0.67,0.83,0.33,0.97,0.67,0.42,72.33,29.33,50.0,16.67,33.33,16.67,5.17,4.83,0.83,0.59,1.78,1.18,1.12,0.13,1.14,33.33,16.67,66.67,0.0,50.0,16.67,50.0,8.67,2.67,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.5,1.67,0.67,0.4,0.13,0.13,39.2,16.4,33.33,66.67,33.33,50.0,3.1,4.17,1.67,0.25,1.81,4.24,0.5,0.55,0.5,100.0,50.0,0.0,50.0,100.0,66.67,66.67,5.0,4.17,1.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
ALEMANHA - 3. LIGA,2023-12-19,19:00,RONDA 20,Sandhausen,Lubeck,6,18,1.8152728819739883,4.1806284554552455,4.763716108452951,1.3,3.4,1.2,4.33,1.67,2.15,2.63,1.44,1.67,2.1,0.5508813633091718,0.23919848670003513,0.20992014999079295,0.4628800984697302,1.8918425766275506,0.868958936672414,1.67,1.5,0.83,0.21,1.67,0.15,24.8,38.0,50.0,0.0,50.0,0.0,2.57,4.67,1.33,0.26,1.89,4.1,0.61,0.53,0.6,100.0,50.0,0.0,33.33,83.33,66.67,50.0,5.0,5.33,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.83,2.0,0.5,0.16,0.06,0.06,41.25,52.83,33.33,50.0,33.33,50.0,1.88,2.0,0.83,0.46,-2.04,4.26,0.81,0.47,0.82,66.67,33.33,33.33,16.67,100.0,66.67,66.67,4.5,6.17,1.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROMÉNIA - LIGA 1,2023-12-19,16:30,RONDA 21,U Craiova 1948,Petrolul,14,8,2.5397881251539784,3.4710437710437705,3.142987804878049,1.46,2.61,1.35,2.84,2.15,1.69,3.74,1.21,1.87,1.89,0.39373363080803186,0.28809777864002334,0.3181685905519449,0.1333163992208294,1.469298671064119,1.2426035502958581,2.17,2.0,1.33,0.1,2.17,0.18,16.4,51.4,33.33,16.67,0.0,0.0,3.22,6.0,1.17,0.31,1.97,6.15,0.66,0.8,0.69,83.33,66.67,16.67,33.33,100.0,66.67,66.67,4.0,6.5,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.67,1.0,0.33,0.26,0.29,0.29,30.25,24.75,16.67,33.33,16.67,33.33,2.67,2.5,1.0,0.19,0.97,2.7,1.3,0.31,1.24,66.67,33.33,33.33,16.67,66.67,16.67,33.33,4.67,6.83,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROMÉNIA - LIGA 1,2023-12-19,19:30,RONDA 21,Poli Iasi,FCSB,12,1,4.295040803515379,3.744937055281883,1.999415546464056,1.42,2.75,1.31,3.04,2.05,1.76,3.48,1.24,1.88,1.88,0.232826658871675,0.2670271850336159,0.5001461560947091,0.3563338943377576,0.9655071616486409,1.7674656533177433,1.17,1.0,0.67,0.43,1.0,0.44,34.0,50.4,16.67,50.0,16.67,0.0,3.73,4.33,1.33,0.2,3.03,4.15,1.06,0.48,1.02,50.0,16.67,50.0,16.67,66.67,16.67,66.67,6.67,4.0,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.07,0.17,0.17,25.5,27.33,50.0,33.33,50.0,33.33,4.32,6.0,2.17,0.12,5.11,4.5,0.88,0.54,0.99,83.33,50.0,16.67,66.67,66.67,50.0,50.0,3.83,5.0,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
ESPANHA - LALIGA2,2023-12-19,19:00,RONDA 21,Albacete,Eldense,16,15,1.7575689223057642,3.999258625605931,5.52529152221872,1.44,2.63,1.36,3.0,2.15,1.67,4.0,1.22,2.0,1.73,0.5689677299756157,0.25004634448928376,0.18098592553510062,0.5069616081751822,1.956949534416131,0.7930041210945856,1.67,1.5,0.83,0.16,1.67,0.05,36.6,34.0,0.0,33.33,0.0,16.67,3.27,5.5,1.67,0.16,2.61,3.3,0.56,0.36,0.6,100.0,33.33,0.0,50.0,100.0,66.67,66.67,5.5,3.83,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.83,0.5,0.32,0.23,0.23,53.75,36.8,50.0,16.67,33.33,0.0,2.5,2.83,0.83,0.31,0.29,5.82,1.3,0.54,1.17,66.67,33.33,33.33,16.67,83.33,33.33,50.0,3.67,5.33,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPANHA - LALIGA2,2023-12-19,19:00,RONDA 21,Racing Santander,Andorra,8,17,2.587251828631139,3.4848698099929623,3.0624613481756335,1.44,2.63,1.33,3.25,2.05,1.75,3.75,1.25,1.83,1.83,0.38651050080775445,0.28695476575121165,0.32653473344103395,0.12278033595084721,1.446486268174475,1.2665589660743135,2.17,1.5,1.0,0.31,2.0,0.27,30.0,46.25,16.67,33.33,16.67,16.67,2.58,5.0,2.0,0.15,4.47,5.29,0.38,0.63,0.37,100.0,50.0,0.0,66.67,100.0,83.33,66.67,3.5,4.5,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.33,1.33,0.0,1.0,0.25,0.25,57.5,18.5,33.33,16.67,33.33,16.67,1.5,3.0,0.33,1.44,-3.08,1.58,1.42,0.17,1.41,66.67,33.33,33.33,0.0,50.0,33.33,33.33,4.33,4.67,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ESPANHA - LALIGA2,2023-12-19,21:30,RONDA 21,Elche,Mirandes,12,13,1.825543859649123,3.9571037420139947,5.01233140655106,1.4,2.75,1.3,3.4,2.03,1.83,3.5,1.29,1.83,1.83,0.5477819635580841,0.25271007918812943,0.19950795725378642,0.45955703257724007,1.8960559698623816,0.8512339509494886,1.5,0.33,0.33,0.26,1.5,0.23,51.2,58.0,33.33,33.33,33.33,16.67,3.1,5.0,2.67,0.15,6.0,2.85,0.53,0.29,0.6,33.33,0.0,66.67,83.33,66.67,33.33,33.33,7.0,5.5,1.8,0.09,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.33,0.33,0.27,0.14,0.14,54.0,42.75,0.0,50.0,0.0,50.0,1.5,2.5,1.33,0.19,1.22,7.43,0.65,0.77,0.63,50.0,33.33,50.0,33.33,83.33,50.0,50.0,3.0,6.67,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
ESPANHA - LALIGA2,2023-12-19,21:30,RONDA 21,Espanyol,Burgos CF,5,11,1.6993135011441645,4.03586956521739,6.106907894736841,1.44,2.63,1.36,3.0,2.1,1.7,3.75,1.25,2.2,1.62,0.5884729329383249,0.24777807702666316,0.16374899003501217,0.5509303948600537,2.013196875841638,0.7390250471316997,1.83,0.5,1.17,0.2,1.0,0.66,30.6,27.0,16.67,33.33,16.67,33.33,2.4,4.67,2.17,0.13,5.94,3.46,0.49,0.36,0.54,83.33,50.0,16.67,66.67,83.33,33.33,16.67,5.0,2.83,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.5,2.33,0.0,1.0,0.11,0.11,65.33,22.83,66.67,33.33,66.67,33.33,3.67,2.83,0.0,1.0,-5.72,2.52,1.04,0.25,1.01,83.33,16.67,16.67,0.0,100.0,83.33,50.0,5.17,5.17,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ÍNDIA - SUPER LIGA,2023-12-20,15:30,-,Mumbai City,Mohun Bagan,5,3,2.1275815217391307,3.5275963054742068,4.056735751295338,1.4,2.75,1.36,3.0,2.05,1.7,3.5,1.29,1.85,1.91,0.47001724248036264,0.2834791493709687,0.24650360814866845,0.29346549296592483,1.6935308768120567,1.022989973816974,1.83,0.67,1.67,0.27,0.83,0.45,19.25,63.0,16.67,50.0,16.67,16.67,2.62,5.5,1.67,0.22,5.81,2.82,0.87,0.27,1.0,66.67,33.33,33.33,50.0,66.67,50.0,33.33,6.0,3.67,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.67,0.67,0.5,0.44,0.17,0.17,51.0,49.0,50.0,33.33,33.33,16.67,2.88,6.5,2.17,0.17,4.22,3.3,0.76,0.4,0.79,33.33,33.33,66.67,66.67,66.67,33.33,33.33,5.17,6.17,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
CATAR - PRIMEIRA LIGA,2023-12-20,15:30,RONDA 12,Al-Gharafa,Catar,2,8,2.108999014590419,4.153436834856642,3.5078248916146766,1.24,3.8,1.11,5.2,1.43,2.54,2.14,1.66,1.42,2.77,0.4741585904411655,0.2407644656126125,0.2850769439462222,0.3036252332758123,1.663240236936109,1.095995297451279,2.67,1.67,0.67,0.34,2.67,0.26,45.2,32.8,50.0,33.33,50.0,0.0,2.35,6.33,2.17,0.22,4.06,6.5,0.74,0.89,0.76,83.33,16.67,16.67,66.67,83.33,50.0,66.67,5.17,4.17,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1.0,1.17,0.67,0.38,0.25,0.25,11.0,42.4,33.33,0.0,33.33,0.0,2.38,3.33,0.83,0.32,0.97,2.06,1.53,0.26,1.56,66.67,33.33,33.33,16.67,33.33,33.33,33.33,6.0,4.33,1.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
CATAR - PRIMEIRA LIGA,2023-12-20,17:30,RONDA 12,Al-Rayyan,Al Markhiya,4,12,1.5275985663082436,5.002347417840376,6.874193548387097,1.27,3.54,1.14,4.6,1.55,2.35,2.3,1.52,1.7,2.1,0.654622243078367,0.19990614734866258,0.14547160957297045,0.6848096189580472,2.1637728765837636,0.6363209760675739,1.67,1.17,0.5,0.28,2.0,0.13,45.4,68.0,50.0,50.0,50.0,16.67,2.85,4.0,1.67,0.19,2.14,4.5,0.98,0.54,0.96,50.0,16.67,50.0,50.0,50.0,33.33,50.0,2.83,5.83,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.83,3.0,0.5,0.25,0.15,0.15,33.0,38.67,16.67,50.0,16.67,50.0,1.58,3.83,0.5,0.41,-4.42,2.09,1.45,0.29,1.44,66.67,66.67,33.33,16.67,83.33,66.67,33.33,4.17,6.67,1.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
CATAR - PRIMEIRA LIGA,2023-12-20,17:30,RONDA 12,Shamal,Al Arabi,9,7,5.105023161551824,4.728863560174321,1.6873444976076553,1.24,3.8,1.11,5.3,1.42,2.57,2.11,1.68,1.5,2.51,0.19588549715727838,0.21146729806751643,0.5926472047752053,0.5504187191849329,0.7991237895393516,1.9894089123931324,1.33,2.5,0.67,0.22,2.33,0.13,24.8,47.67,66.67,0.0,33.33,0.0,2.67,3.67,0.5,0.42,-2.5,5.15,0.75,0.59,0.76,83.33,50.0,16.67,16.67,83.33,83.33,83.33,5.33,4.5,1.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.5,0.83,0.67,0.14,0.18,0.18,33.0,62.33,0.0,33.33,0.0,33.33,2.37,3.67,2.0,0.05,4.08,4.06,0.66,0.5,0.67,66.67,16.67,33.33,66.67,66.67,50.0,33.33,3.83,4.67,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
ESCÓCIA - PRIMEIRA LIGA,2023-12-20,20:45,RONDA 12,Aberdeen,Livingston,9,12,1.8397076023391812,4.040976236351958,4.785366595679951,1.44,2.63,1.36,3.2,2.08,1.73,4.0,1.25,2.0,1.75,0.543564639689755,0.24746495438507268,0.20897040592517244,0.4484530690798889,1.8781588734543377,0.8743761721605899,1.0,1.17,0.67,0.3,1.17,0.21,19.0,66.5,16.67,50.0,16.67,16.67,2.5,3.0,0.83,0.63,1.31,4.36,1.01,0.38,1.01,50.0,33.33,50.0,16.67,66.67,33.33,33.33,4.33,4.5,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,0.83,2.0,0.17,0.52,0.34,0.34,45.67,38.5,0.0,33.33,0.0,33.33,2.11,2.33,0.83,0.37,-1.97,3.51,1.42,0.4,1.4,66.67,0.0,33.33,16.67,100.0,33.33,50.0,3.0,5.17,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ESCÓCIA - PRIMEIRA LIGA,2023-12-20,20:45,RONDA 12,Rangers,St. Johnstone,2,11,1.1920261437908497,9.494013534617388,17.93313667649951,1.25,3.75,1.17,5.0,1.53,2.4,2.3,1.62,2.75,1.4,0.8389077749753262,0.10532953174690206,0.055762693277771676,1.074202089646541,2.6220528566728802,0.2726176115802171,1.67,0.83,0.67,0.16,1.33,0.27,50.2,29.33,16.67,83.33,16.67,0.0,3.9,5.67,2.0,0.19,4.06,2.3,0.81,0.18,1.02,100.0,16.67,0.0,66.67,66.67,50.0,33.33,6.17,3.83,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,1.0,1.17,0.5,0.14,0.23,0.23,29.25,40.75,33.33,33.33,33.33,33.33,3.38,4.17,1.67,0.1,1.53,3.98,0.83,0.45,0.82,100.0,16.67,0.0,50.0,83.33,33.33,33.33,5.33,5.67,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEMANHA - BUNDESLIGA,2023-12-20,18:30,RONDA 16,Union Berlin,FC Koln,15,16,2.0548245614035086,3.7935222672064777,4.004273504273504,1.4,2.75,1.33,3.4,2.06,1.84,3.5,1.3,1.8,1.95,0.4866595517609392,0.26360725720384204,0.2497331910352188,0.3256975840038909,1.72358591248666,1.0128068303094984,0.83,2.17,0.33,0.75,1.67,0.08,44.5,32.33,50.0,0.0,50.0,0.0,3.88,4.17,0.67,0.77,-1.56,1.84,1.79,0.22,1.8,83.33,50.0,16.67,16.67,100.0,66.67,33.33,5.5,3.5,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,2.33,0.5,0.39,0.11,0.11,36.67,53.83,66.67,33.33,66.67,33.33,3.67,3.17,0.33,1.16,-2.64,1.57,1.01,0.21,1.0,83.33,50.0,16.67,0.0,83.33,50.0,50.0,4.33,8.17,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0
ALEMANHA - BUNDESLIGA,2023-12-20,20:30,RONDA 16,Frankfurt,Monchengladbach,8,11,1.939078947368421,4.238423928674144,4.026502732240436,1.29,3.5,1.2,4.5,1.62,2.3,2.5,1.53,1.57,2.25,0.5157087602632829,0.23593675782045195,0.24835448191626525,0.3871755201107706,1.7830630386103006,0.9810002035692477,1.33,1.0,0.83,0.08,0.83,0.2,40.0,29.67,16.67,33.33,16.67,33.33,2.67,4.33,1.5,0.14,3.5,3.43,0.93,0.42,0.96,83.33,33.33,16.67,33.33,66.67,33.33,50.0,4.83,3.17,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,2.67,3.0,1.83,0.24,0.13,0.13,32.83,25.17,50.0,33.33,33.33,33.33,2.17,5.83,1.0,0.26,0.5,8.86,0.31,1.16,0.3,100.0,83.33,0.0,16.67,100.0,100.0,100.0,5.33,6.67,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,10.0,10.0
ALEMANHA - BUNDESLIGA,2023-12-20,20:30,RONDA 16,Heidenheim,Freiburg,12,6,2.9542483660130716,3.7983193277310927,2.511111111111111,1.33,3.25,1.22,4.33,1.73,2.1,2.75,1.44,1.62,2.2,0.33849557522123896,0.2632743362831858,0.39823008849557523,0.16564873050738843,1.2787610619469025,1.4579646017699115,1.83,1.67,0.83,0.15,2.17,0.18,35.4,51.67,33.33,33.33,33.33,16.67,2.7,4.67,1.67,0.15,3.06,5.88,0.63,0.75,0.61,50.0,33.33,50.0,50.0,66.67,50.0,50.0,7.67,5.0,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,30.0,0.0,0.67,2.17,0.5,0.34,0.17,0.17,51.33,37.8,16.67,33.33,16.67,0.0,5.0,4.33,0.67,0.62,-1.97,3.48,1.16,0.36,1.05,83.33,50.0,16.67,16.67,83.33,83.33,50.0,3.33,5.67,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ALEMANHA - BUNDESLIGA,2023-12-20,20:30,RONDA 16,Leverkusen,Bochum,1,13,1.26,7.875,12.600000000000001,1.2,4.33,1.11,6.5,1.36,3.2,1.91,1.91,1.95,1.8,0.7936507936507936,0.12698412698412698,0.07936507936507936,0.978220884960673,2.507936507936508,0.36507936507936506,3.5,0.83,1.33,0.07,2.67,0.14,22.5,48.0,50.0,50.0,50.0,16.67,2.54,9.0,3.0,0.07,8.92,5.26,0.31,0.45,0.6,100.0,50.0,0.0,100.0,100.0,100.0,66.67,7.83,3.0,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.83,2.0,0.5,0.25,0.25,0.25,28.33,27.0,50.0,33.33,33.33,33.33,3.83,3.83,1.0,0.21,-1.33,2.97,1.02,0.37,1.04,66.67,66.67,33.33,16.67,66.67,66.67,50.0,2.67,7.0,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ALEMANHA - BUNDESLIGA,2023-12-20,20:30,RONDA 16,Stuttgart,Augsburg,4,10,1.4403809523809525,5.560294117647059,7.94327731092437,1.25,3.75,1.14,5.5,1.44,2.75,2.2,1.67,1.7,2.05,0.6942607775720708,0.1798466014281936,0.12589262099973553,0.7684889966858948,2.262628934144406,0.5575244644274002,2.83,1.0,1.17,0.23,1.83,0.09,36.17,22.75,33.33,16.67,33.33,0.0,3.37,8.33,2.5,0.09,6.56,5.58,0.53,0.65,0.66,100.0,66.67,0.0,83.33,100.0,83.33,66.67,5.0,3.67,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,1.17,2.17,0.67,0.41,0.39,0.39,46.67,13.17,50.0,16.67,33.33,16.67,2.07,3.67,0.67,0.19,-3.19,6.5,1.25,0.56,1.29,100.0,83.33,0.0,16.67,100.0,50.0,50.0,4.0,5.5,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ALEMANHA - BUNDESLIGA,2023-12-20,20:30,RONDA 16,Wolfsburg,Bayern,9,2,7.1371483375959075,6.07979302832244,1.4380032206119162,1.22,4.0,1.13,6.0,1.4,3.0,2.0,1.8,1.62,2.2,0.14011198208286674,0.16447928331466966,0.6954087346024637,0.768657486122974,0.5848152295632698,2.2507054871220604,1.67,1.17,1.33,0.23,1.0,0.22,21.5,25.75,16.67,16.67,16.67,0.0,4.58,6.5,1.67,0.22,3.94,3.59,0.31,0.42,0.38,100.0,66.67,0.0,50.0,100.0,66.67,66.67,4.5,4.33,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.67,0.67,1.0,0.18,0.1,0.1,25.67,31.0,16.67,33.33,16.67,33.33,3.03,7.0,2.67,0.12,7.33,4.09,0.48,0.41,0.67,100.0,50.0,0.0,83.33,83.33,83.33,50.0,7.17,2.33,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0
FRANÇA - LIGA 1,2023-12-20,21:00,RONDA 17,Brest,Lorient,5,16,1.7405714285714287,4.029100529100529,5.640740740740741,1.4,2.75,1.3,3.5,2.0,1.9,3.4,1.33,1.95,1.8,0.5745239658568614,0.24819435325016415,0.17728168089297439,0.5189615170012178,1.9717662508207483,0.7800393959290873,1.67,1.0,0.67,0.38,1.17,0.12,57.0,18.0,33.33,16.67,16.67,0.0,4.1,5.83,1.83,0.24,3.92,5.46,0.82,0.61,0.81,66.67,50.0,33.33,50.0,66.67,50.0,50.0,6.5,4.33,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,2.17,0.33,0.26,0.17,0.17,11.0,53.8,16.67,0.0,16.67,0.0,2.0,3.0,0.33,0.66,-2.47,4.09,1.44,0.48,1.43,33.33,33.33,66.67,0.0,50.0,50.0,33.33,3.0,5.33,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0
