League,Date,Time,Round,Home,Away,Class_Home,Class_Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,p_H,p_D,p_A,CV_HDA,P_expt_H,P_expt_A,Media_GM_H_6j,Media_GS_H_6j,Media_Total_1HT_H,CV_Media_Total_1HT_H,Media_Total_2HT_H,CV_Media_Total_2HT_H,Media_primeiro_gol_home,Media_primeiro_gol_home_sofrido,Porc_Marcou_Primeiro_Golo_H,Porc_Sofreu_Primeiro_Golo_H,Porc_Marcou_Primeiro_Golo_H_1P,Porc_Sofreu_Primeiro_Golo_H_1P,media_movel_chutes_por_gol_H,media_chutes_home,PPJ_H,CV_Pontos_H,Power_home,Media_CG_H,CV_CG_H,Media_VG_H,CV_VG_H,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Home_Win,Porc_Over15FT_Home,Porc_Over25FT_Home,Porc_BTTS_Home,Media_FT_Corners_H_MAR,Media_FT_Corners_H_SFR,media_movel_media_cartoes_amarelos_H,media_movel_media_cartoes_vermelhos_H,0x0_H,1x0_H,1x1_H,0x1_H,2x0_H,2x1_H,2x2_H,0x2_H,1x2_H,3x0_H,3x1_H,3x2_H,3x3_H,0x3_H,1x3_H,2x3_H,Goleada_H,Outro_Empate_H,Media_GM_A_6,Media_GS_A_6,Media_Total_1HT_A,CV_Media_Total_1HT_A,Media_Total_2HT_A,CV_Media_Total_2HT_A,Media_primeiro_gol_away,Media_primeiro_gol_away_sofrido,Porc_Marcou_Primeiro_Golo_A,Porc_Sofreu_Primeiro_Golo_A,Porc_Marcou_Primeiro_Golo_A_1P,Porc_Sofreu_Primeiro_Golo_A_1P,media_movel_chutes_por_gol_A,media_chutes_away,PPJ_A,CV_Pontos_A,Power_away,Media_CG_A,CV_CG_A,Media_VG_A,CV_VG_A,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Away_Win,Porc_Over15FT_Away,Porc_Over25FT_Away,Porc_BTTS_Away,Media_FT_Corners_A_MAR,Media_FT_Corners_A_SFR,media_movel_media_cartoes_amarelos_A,media_movel_media_cartoes_vermelhos_A,0x0_A,1x0_A,1x1_A,0x1_A,2x0_A,2x1_A,2x2_A,0x2_A,1x2_A,3x0_A,3x1_A,3x2_A,3x3_A,0x3_A,1x3_A,2x3_A,Goleada_A,Outro_Empate_A
ESPANHA - LALIGA2,2023-12-20,19:00,RONDA 21,Zaragoza,Levante,14,7,2.3239819004524893,3.433155080213904,3.591608391608392,1.53,2.38,1.44,2.63,2.4,1.53,5.0,1.17,2.1,1.67,0.4302959501557631,0.29127725856697817,0.27842679127725856,0.20629002045442316,1.5821651090342677,1.1265576323987538,1.0,0.67,0.5,0.33,0.83,0.29,43.5,55.33,66.67,0.0,66.67,0.0,2.5,3.5,1.67,0.13,3.36,2.02,0.79,0.21,0.78,66.67,16.67,33.33,50.0,66.67,0.0,16.67,4.83,2.0,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.83,0.67,0.5,0.49,0.16,0.16,23.33,59.5,33.33,50.0,33.33,50.0,3.0,3.17,1.33,0.14,3.0,3.46,1.05,0.37,1.06,50.0,0.0,50.0,33.33,66.67,16.67,16.67,5.33,5.83,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0
ESPANHA - LALIGA2,2023-12-20,21:30,RONDA 21,Eibar,Gijon,6,3,1.9558231606730452,3.700205979651707,4.577683397683398,1.5,2.5,1.4,2.75,2.25,1.62,4.33,1.2,2.1,1.67,0.5112936691351361,0.27025522511428623,0.21845110575057775,0.38280538816568505,1.8041362325196946,0.9256085423660194,2.5,0.67,0.83,0.15,2.0,0.15,38.83,46.25,0.0,16.67,0.0,0.0,2.93,6.5,2.33,0.18,6.33,4.91,0.6,0.51,0.64,83.33,33.33,16.67,66.67,100.0,50.0,66.67,4.83,3.5,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.5,1.17,0.17,1.9,0.12,0.12,40.5,33.33,0.0,50.0,0.0,50.0,5.0,3.67,0.83,0.33,-0.78,1.51,1.51,0.17,1.52,33.33,16.67,66.67,16.67,50.0,16.67,16.67,4.0,6.17,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
ESPANHA - LALIGA2,2023-12-20,21:30,RONDA 21,Leganes,Tenerife,1,9,2.2668817204301077,3.268527131782946,3.953863465866467,1.62,2.2,1.57,2.25,2.88,1.4,6.0,1.13,2.38,1.53,0.44113461720899344,0.30594820225785024,0.2529171805331562,0.23772559711005134,1.6293520538848307,1.064699743857319,2.17,0.33,0.67,0.1,1.67,0.23,40.0,52.0,66.67,33.33,50.0,16.67,2.93,5.67,2.67,0.13,7.11,4.26,0.78,0.43,0.73,66.67,16.67,33.33,83.33,66.67,50.0,33.33,4.0,5.0,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.83,1.67,0.33,0.26,0.11,0.11,46.67,41.2,16.67,16.67,16.67,16.67,2.33,3.0,0.67,0.7,-1.19,2.96,1.31,0.33,1.32,50.0,16.67,50.0,16.67,100.0,50.0,33.33,4.67,5.83,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROMÉNIA - LIGA 1,2023-12-20,16:30,RONDA 21,UTA Arad,Univ. Craiova,14,3,4.817047817047817,3.478978978978979,1.9803418803418802,1.53,2.38,1.44,2.63,2.35,1.57,4.5,1.18,2.2,1.62,0.20759602934829524,0.28744065602071645,0.5049633146309884,0.37698617186010663,0.9102287440656022,1.8023305999136818,1.17,0.83,0.67,0.1,0.67,0.56,21.5,23.75,33.33,16.67,33.33,16.67,1.38,2.33,1.83,0.15,3.36,4.38,0.91,0.49,0.87,66.67,50.0,33.33,50.0,50.0,50.0,50.0,6.17,5.0,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.67,1.5,0.17,0.41,0.68,0.68,42.0,35.0,16.67,16.67,0.0,16.67,3.67,3.5,0.83,0.67,-1.0,1.49,1.65,0.17,1.61,83.33,33.33,16.67,16.67,83.33,33.33,33.33,3.67,3.0,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0
ROMÉNIA - LIGA 1,2023-12-20,19:30,RONDA 21,Farul Constanta,Rapid Bucuresti,7,4,2.354166666666667,3.4242424242424243,3.53125,1.4,2.75,1.29,3.5,2.0,1.85,3.4,1.3,1.73,2.0,0.42477876106194684,0.2920353982300885,0.2831858407079646,0.1942875964610632,1.566371681415929,1.1415929203539823,1.33,1.0,0.67,0.47,1.0,0.63,34.8,42.6,33.33,66.67,16.67,50.0,4.2,5.33,1.5,0.31,3.33,3.13,0.71,0.38,0.8,66.67,50.0,33.33,33.33,83.33,33.33,66.67,5.5,2.5,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,2.0,1.33,1.17,0.14,0.23,0.23,18.8,19.75,33.33,16.67,33.33,16.67,1.55,3.0,1.5,0.29,3.47,4.77,0.8,0.6,0.82,83.33,50.0,16.67,33.33,83.33,66.67,66.67,5.83,5.0,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
SÉRVIA - SUPER LIGA,2023-12-20,13:00,RONDA 9,Radnicki 1923,Radnik,11,16,1.924102863065164,3.568727097975611,4.998367772767047,1.53,2.4,1.44,2.51,2.42,1.52,4.5,1.15,2.16,1.66,0.5197227337456193,0.2802119558447767,0.20006531040960396,0.40739387059576454,1.8393801570816346,0.8804078870735885,0.83,2.33,0.33,0.49,1.83,0.2,48.4,44.8,33.33,33.33,33.33,16.67,2.0,2.5,0.67,0.41,-2.25,3.75,0.82,0.37,0.74,66.67,33.33,33.33,16.67,100.0,66.67,50.0,2.17,5.33,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.67,1.83,0.33,0.52,0.2,0.2,52.33,25.0,0.0,66.67,0.0,66.67,1.33,1.17,0.33,0.66,-2.69,13.92,1.42,0.49,1.18,83.33,33.33,16.67,0.0,66.67,50.0,50.0,1.83,6.33,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SÉRVIA - SUPER LIGA,2023-12-20,18:00,RONDA 9,Partizan,Estrela Vermelha,2,1,4.770476190476191,3.867953667953668,1.8802552552552552,1.38,2.9,1.24,3.48,1.83,1.91,2.93,1.33,1.74,2.04,0.20962267917748054,0.258534637652226,0.5318426831702935,0.4253415079672682,0.8874026751846675,1.8540626871631065,2.17,1.33,0.17,1.38,2.5,0.17,49.8,39.75,16.67,33.33,16.67,16.67,2.17,5.17,2.5,0.09,5.03,3.0,0.51,0.22,0.63,50.0,33.33,50.0,83.33,100.0,83.33,50.0,6.83,2.67,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,1.83,0.83,1.33,0.2,0.16,0.16,28.33,29.2,50.0,16.67,16.67,16.67,3.56,5.5,2.5,0.1,5.58,2.41,0.37,0.16,0.39,100.0,50.0,0.0,83.33,83.33,83.33,66.67,5.0,2.33,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0
ÍNDIA - SUPER LIGA,2023-12-21,15:30,-,Hyderabad,Jamshedpur,12,11,2.595488834920157,3.4392897318695086,3.086815939472944,1.46,2.6,1.36,2.79,2.18,1.66,3.74,1.21,1.86,1.9,0.38528387660383145,0.29075770812028273,0.3239584152758859,0.11746614699945557,1.446609337931777,1.2626329539479406,1.67,1.0,0.67,0.19,1.17,0.17,48.25,30.5,33.33,33.33,33.33,16.67,2.46,4.5,1.33,0.22,2.92,2.77,1.0,0.28,0.88,50.0,33.33,50.0,33.33,50.0,33.33,50.0,5.83,3.67,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,1.5,0.67,0.67,0.47,0.13,0.13,45.75,32.67,0.0,50.0,0.0,50.0,2.96,5.0,2.17,0.37,4.06,4.79,0.85,0.6,0.86,50.0,16.67,50.0,66.67,66.67,33.33,33.33,5.83,4.0,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
CATAR - PRIMEIRA LIGA,2023-12-21,15:30,RONDA 12,Al-Duhail,Al Ahli Doha,5,10,1.3340540540540542,6.6702702702702705,9.951612903225806,1.17,4.6,1.06,6.85,1.28,3.2,1.77,1.98,1.6,2.27,0.7495948136142625,0.14991896272285252,0.10048622366288493,0.8850969909461749,2.3987034035656403,0.4513776337115073,2.33,1.67,1.0,0.27,2.33,0.1,33.4,47.5,0.0,16.67,0.0,0.0,2.71,6.17,1.67,0.14,4.11,3.82,0.66,0.41,0.7,83.33,50.0,16.67,50.0,83.33,66.67,83.33,7.67,2.5,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,1.83,2.5,0.67,0.21,0.13,0.13,45.6,22.8,0.0,33.33,0.0,33.33,2.97,5.33,1.0,0.35,-2.0,11.93,0.78,1.13,0.7,100.0,83.33,0.0,33.33,100.0,66.67,66.67,3.83,6.83,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATAR - PRIMEIRA LIGA,2023-12-21,17:30,RONDA 12,Al-Sadd,Umm-Salal,1,7,1.3229941959713214,6.448207005574507,11.22877426832802,1.22,4.0,1.09,5.6,1.39,2.67,2.03,1.73,1.8,1.96,0.7558612146940039,0.15508186991135597,0.08905691539464007,0.8999572708192971,2.4226655139933677,0.4222526160952762,2.5,1.0,1.0,0.15,2.33,0.25,46.0,49.67,16.67,33.33,16.67,16.67,3.0,6.33,2.17,0.15,6.25,4.27,0.46,0.48,0.6,83.33,16.67,16.67,66.67,100.0,66.67,50.0,4.17,3.33,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.5,1.17,0.33,0.63,0.15,0.15,60.8,45.4,66.67,0.0,50.0,0.0,3.6,5.83,1.83,0.27,2.19,4.82,0.58,0.59,0.63,66.67,33.33,33.33,50.0,83.33,33.33,66.67,6.5,5.5,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
PORTUGAL - LIGA PORTUGAL 2,2023-12-21,19:00,RONDA 15,Torreense,Länk FC Vilaverdense,6,18,1.844821844821845,3.90415785764623,4.9552772808586765,1.41,2.78,1.3,3.08,1.97,1.78,3.34,1.26,1.89,1.87,0.5420577617328519,0.25613718411552344,0.20180505415162453,0.44774374598401373,1.882310469314079,0.861552346570397,2.5,0.67,1.33,0.2,1.83,0.14,14.8,76.33,16.67,16.67,16.67,0.0,2.29,6.0,2.33,0.1,7.94,5.25,0.66,0.6,0.7,83.33,50.0,16.67,66.67,83.33,66.67,50.0,5.17,4.67,1.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.83,0.5,0.46,0.24,0.24,35.75,16.0,50.0,0.0,33.33,0.0,1.5,1.33,1.67,0.15,1.92,2.83,0.83,0.35,0.85,66.67,16.67,33.33,50.0,66.67,16.67,16.67,1.67,1.83,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0
TURQUIA - SUPER LIGA,2023-12-21,15:00,RONDA 17,Rizespor,Pendikspor,8,19,1.9773717948717948,3.9957253886010364,4.098179885744653,1.33,3.14,1.21,3.74,1.8,2.12,2.75,1.37,1.67,2.15,0.5057217881803742,0.2502674490225954,0.2440107627970305,0.36577141266679636,1.7674328135637178,0.9822997374136868,2.0,1.0,1.17,0.21,1.5,0.24,30.5,51.67,33.33,66.67,33.33,16.67,3.14,6.67,2.33,0.12,6.67,3.26,0.89,0.34,0.91,50.0,33.33,50.0,66.67,50.0,50.0,50.0,5.33,3.83,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,1.5,1.67,0.67,0.14,0.14,0.14,53.0,33.33,0.0,33.33,0.0,16.67,3.05,5.0,1.33,0.13,0.89,6.67,0.59,0.7,0.63,83.33,50.0,16.67,33.33,100.0,66.67,83.33,3.83,5.67,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0
TURQUIA - SUPER LIGA,2023-12-21,15:00,RONDA 17,Samsunspor,Konyaspor,17,16,2.176327535785747,3.7469790120839512,3.6545877487722924,1.37,2.96,1.25,3.42,1.94,1.97,3.04,1.31,1.72,2.07,0.4594896602449858,0.2668816656765397,0.27362867407847463,0.2677455282032594,1.6453506464114969,1.0877676879119638,1.0,1.33,0.17,1.97,1.33,0.29,65.75,31.8,0.0,33.33,0.0,16.67,3.0,3.83,1.17,0.48,0.25,2.19,0.77,0.26,0.77,66.67,33.33,33.33,33.33,83.33,66.67,66.67,7.83,3.0,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.83,1.67,0.33,0.99,0.13,0.13,50.0,45.0,16.67,0.0,16.67,0.0,3.4,3.5,0.83,0.49,-0.0,3.19,0.55,0.38,0.48,33.33,33.33,66.67,16.67,83.33,50.0,66.67,3.67,4.0,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0
TURQUIA - SUPER LIGA,2023-12-21,18:00,RONDA 17,Ankaragucu,Hatayspor,11,10,1.977271561891088,4.016012706017132,4.077482288252089,1.33,3.14,1.21,3.74,1.81,2.11,2.75,1.37,1.67,2.15,0.5057474245184547,0.2490031962552596,0.24524937922628579,0.3657744133886234,1.7662454698106238,0.984751333934117,1.17,1.17,0.33,0.26,1.5,0.08,36.0,42.5,16.67,33.33,16.67,16.67,2.54,3.67,1.33,0.28,1.08,3.08,0.84,0.38,0.83,50.0,33.33,50.0,33.33,83.33,33.33,33.33,2.67,3.83,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.33,1.17,0.5,0.27,0.25,0.25,31.33,58.0,16.67,33.33,16.67,33.33,2.43,3.83,1.0,0.38,0.83,7.75,1.3,0.7,1.22,50.0,33.33,50.0,16.67,50.0,50.0,50.0,3.67,6.83,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURQUIA - SUPER LIGA,2023-12-21,18:00,RONDA 17,Besiktas,Alanyaspor,5,18,1.5295949775258941,4.886491337599501,7.062827815690035,1.3,3.34,1.17,4.15,1.71,2.27,2.51,1.44,1.82,1.94,0.6537678370371554,0.2046458145347398,0.14158634842810486,0.684117654088898,2.165949325646206,0.6294048598190544,2.5,0.83,2.0,0.19,1.0,0.13,19.5,51.67,16.67,66.67,16.67,33.33,2.44,4.67,2.33,0.09,8.33,4.28,0.63,0.49,0.85,100.0,83.33,0.0,66.67,100.0,66.67,50.0,4.33,1.67,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,1.83,2.0,1.5,0.41,0.41,0.41,13.5,21.0,16.67,33.33,0.0,33.33,2.2,3.33,1.17,0.35,0.36,7.13,0.66,0.82,0.72,83.33,83.33,16.67,33.33,83.33,83.33,50.0,1.67,4.33,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0
ARÁBIA SAUDITA - PRIMEIRA LIGA,2023-12-21,16:00,RONDA 18,Al-Khaleej,Al-Feiha,10,11,2.2738970588235294,3.6815476190476186,3.4649859943977592,1.4,2.75,1.29,3.5,1.93,1.88,3.25,1.33,1.73,2.0,0.4397736459175424,0.2716248989490704,0.2886014551333872,0.22674927967565306,1.5909458367016978,1.1374292643492319,1.0,1.33,0.5,0.55,1.0,0.33,46.0,36.0,50.0,16.67,50.0,0.0,3.5,4.67,1.0,0.29,0.25,2.6,0.88,0.33,0.89,83.33,50.0,16.67,16.67,83.33,33.33,66.67,3.83,4.17,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.83,1.33,0.83,0.21,0.26,0.26,35.0,51.6,0.0,83.33,0.0,83.33,3.08,5.0,1.83,0.22,3.14,4.81,0.34,0.6,0.34,100.0,33.33,0.0,50.0,83.33,66.67,83.33,4.83,5.5,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0
ARÁBIA SAUDITA - PRIMEIRA LIGA,2023-12-21,16:00,RONDA 18,Damac,Al-Taee,6,13,1.8031812933025406,4.318997109706684,4.675314371257485,1.3,3.4,1.2,4.33,1.67,2.15,2.63,1.44,1.67,2.1,0.5545754072062783,0.23153523250862118,0.21388936028510042,0.4698226408358803,1.8952614541274562,0.8732033133639224,2.5,1.33,1.0,0.14,2.33,0.16,45.33,45.4,33.33,33.33,33.33,16.67,2.29,5.17,2.0,0.14,5.0,8.27,0.46,0.81,0.24,83.33,66.67,16.67,50.0,100.0,66.67,83.33,4.33,4.5,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.67,2.33,0.5,0.51,0.19,0.19,11.0,33.5,50.0,33.33,50.0,33.33,4.0,3.33,0.17,1.6,-4.19,3.64,1.84,0.39,1.77,66.67,50.0,33.33,0.0,100.0,33.33,33.33,3.67,6.0,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARÁBIA SAUDITA - PRIMEIRA LIGA,2023-12-21,19:00,RONDA 18,Al-Hilal,Abha,1,16,1.1801169590643275,9.655502392344497,20.38383838383838,1.17,4.5,1.08,7.0,1.3,3.4,1.73,2.0,2.2,1.62,0.8473736372646185,0.10356788899900893,0.049058473736372656,1.0924858661897496,2.6456888007928643,0.2507433102081269,2.5,0.67,1.33,0.13,1.67,0.18,31.67,65.0,16.67,16.67,0.0,16.67,4.11,7.5,2.67,0.08,7.81,3.1,0.59,0.18,0.57,83.33,66.67,16.67,83.33,83.33,33.33,50.0,7.0,2.33,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.17,3.17,0.17,0.55,0.14,0.14,51.5,32.83,16.67,50.0,16.67,50.0,3.25,4.67,0.17,0.55,-5.58,16.23,1.31,0.83,0.83,83.33,66.67,16.67,0.0,83.33,83.33,66.67,3.5,6.0,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
ESPANHA - LALIGA,2023-12-21,19:00,RONDA 18,Betis,Girona,7,2,2.8734693877551023,3.7248677248677247,2.6074074074074076,1.33,3.25,1.22,4.33,1.73,2.08,2.75,1.44,1.62,2.2,0.3480113636363636,0.2684659090909091,0.38352272727272724,0.14431426712657683,1.3125,1.4190340909090908,1.67,0.33,0.67,0.25,1.17,0.11,37.5,63.0,33.33,50.0,0.0,0.0,3.81,5.0,2.67,0.14,6.22,3.38,0.49,0.37,0.52,83.33,0.0,16.67,83.33,66.67,33.33,33.33,6.17,4.0,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,2.5,1.17,1.0,0.17,0.23,0.23,35.17,37.4,50.0,16.67,33.33,16.67,2.54,5.17,3.0,0.19,6.61,7.23,0.39,0.91,0.4,66.67,66.67,33.33,100.0,83.33,83.33,83.33,5.33,5.0,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0
ESPANHA - LALIGA,2023-12-21,19:00,RONDA 18,Cadiz,Real Sociedad,16,6,5.2465437788018425,3.4240601503759396,1.9329371816638368,1.5,2.5,1.44,2.75,2.3,1.6,4.33,1.22,2.05,1.7,0.19060166886253846,0.2920509442248573,0.5173473869126044,0.4096501029211956,0.8638559508124726,1.8440931049626705,1.0,1.33,0.67,0.29,1.17,0.22,28.33,42.0,16.67,33.33,16.67,16.67,2.28,3.33,1.0,0.4,1.92,3.4,1.22,0.41,1.24,50.0,33.33,50.0,16.67,66.67,50.0,50.0,4.33,3.5,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.17,0.5,0.25,0.08,0.08,42.6,43.75,16.67,33.33,16.67,33.33,2.7,3.33,1.33,0.21,1.92,3.9,0.49,0.44,0.49,66.67,16.67,33.33,33.33,66.67,66.67,66.67,4.33,3.17,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
ESPANHA - LALIGA,2023-12-21,21:30,RONDA 18,Alaves,Real Madrid,13,1,5.995755517826826,4.142521994134897,1.6897129186602873,1.33,3.25,1.25,4.0,1.75,2.05,3.0,1.4,1.8,1.95,0.16678465241398838,0.24139883902024636,0.5918165085657652,0.5558883869235358,0.7417527962622115,2.016848364717542,1.17,1.33,0.67,0.2,1.0,0.29,31.75,25.25,0.0,66.67,0.0,33.33,2.69,4.0,1.67,0.24,2.31,3.59,1.32,0.41,1.32,83.33,33.33,16.67,50.0,66.67,16.67,33.33,4.83,3.5,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.83,0.83,0.67,0.29,0.16,0.16,48.83,28.0,16.67,50.0,0.0,50.0,3.17,4.83,2.17,0.15,4.89,3.78,0.45,0.45,0.5,66.67,33.33,33.33,66.67,83.33,66.67,50.0,5.5,4.0,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0
INGLATERRA - PREMIER LEAGUE,2023-12-21,21:00,RONDA 18,Crystal Palace,Brighton,15,9,3.50547195622435,3.6116983791402393,2.283868092691622,1.36,3.0,1.29,3.75,1.95,1.95,3.4,1.33,1.7,2.05,0.28526829268292686,0.27687804878048783,0.4378536585365854,0.22195908857666694,1.1326829268292684,1.5904390243902442,1.0,1.5,0.17,1.86,2.0,0.13,50.33,36.0,33.33,50.0,16.67,33.33,2.89,3.83,0.83,0.54,0.14,2.69,1.01,0.3,1.01,33.33,16.67,66.67,16.67,66.67,50.0,50.0,5.0,2.5,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,2.17,2.17,0.67,0.14,0.16,0.16,44.67,27.5,0.0,50.0,0.0,33.33,2.39,4.83,1.67,0.15,1.44,6.08,0.44,0.76,0.48,100.0,50.0,0.0,50.0,100.0,83.33,100.0,2.67,4.17,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,20.0,0.0
